Row Labels,Count of CaseNumber,,,,,,,
2019-0F1-054142,1,,,,,,,
1980,1,,,,,,,
2019-0F1-054217,1,,,,,,,
3123,1,,,,,,,
2019-0F1-054588,6,,,,,,,
995,3,,,,,,,
3285,3,,,,,,,
2019-0F1-054674,1,,,,,,,
3387,1,,,,,,,
2019-0F1-055162,2,,,,,,,
3265,2,,,,,,,
2019-0F1-055370,1,,,,,,,
3912,1,,,,,,,
2019-0F1-055372,1,,,,,,,
4067,1,,,,,,,
2019-0F1-055551,2,,,,,,,
2272,1,,,,,,,
3246,1,,,,,,,
2019-0F1-055913,1,,,,,,,
3431,1,,,,,,,
2019-0F1-056136,1,,,,,,,
2434,1,,,,,,,
2019-0F1-056253,1,,,,,,,
4003,1,,,,,,,
2019-0F1-056742,9,,,,,,,
3665,3,,,,,,,
3973,3,,,,,,,
4211,3,,,,,,,
2019-0F1-057072,2,,,,,,,
3459,1,,,,,,,
3950,1,,,,,,,
2019-0F1-057171,4,,,,,,,
1980,4,,,,,,,
2019-0F1-057818,4,,,,,,,
3665,2,,,,,,,
4211,2,,,,,,,
2019-0F1-057819,1,,,,,,,
3665,1,,,,,,,
2019-0F1-058296,1,,,,,,,
1975,1,,,,,,,
2019-0F1-058453,4,,,,,,,
4008,4,,,,,,,
2019-0F1-058459,2,,,,,,,
3194,1,,,,,,,
3973,1,,,,,,,
2019-0F1-058460,2,,,,,,,
1980,2,,,,,,,
2019-0F1-058461,1,,,,,,,
3194,1,,,,,,,
2019-0F1-058508,1,,,,,,,
2496,1,,,,,,,
2019-0F1-058870,9,,,,,,,
2734,3,,,,,,,
4084,3,,,,,,,
4166,3,,,,,,,
2019-0F1-059077,1,,,,,,,
4233,1,,,,,,,
2019-0F1-059079,4,,,,,,,
995,2,,,,,,,
1980,2,,,,,,,
2019-0F1-059093,2,,,,,,,
995,1,,,,,,,
1980,1,,,,,,,
2019-0F1-059218,1,,,,,,,
3246,1,,,,,,,
2019-0F1-059228,1,,,,,,,
3552,1,,,,,,,
2019-0F1-059261,4,,,,,,,
3912,2,,,,,,,
4008,2,,,,,,,
2019-0F1-059282,4,,,,,,,
3194,2,,,,,,,
4124,2,,,,,,,
2019-0F1-059283,1,,,,,,,
3665,1,,,,,,,
2019-0F1-059287,1,,,,,,,
2908,1,,,,,,,
2019-0F1-059482,2,,,,,,,
692,1,,,,,,,
3149,1,,,,,,,
2019-0F1-059483,1,,,,,,,
692,1,,,,,,,
2019-0F1-059485,6,,,,,,,
692,2,,,,,,,
3956,2,,,,,,,
4003,2,,,,,,,
2019-0F1-059491,9,,,,,,,
692,3,,,,,,,
3119,3,,,,,,,
3149,3,,,,,,,
2019-0F1-059530,1,,,,,,,
2740,1,,,,,,,
2019-0F1-059652,1,,,,,,,
3912,1,,,,,,,
2019-0F1-059653,1,,,,,,,
4008,1,,,,,,,
2019-0F1-059673,1,,,,,,,
4008,1,,,,,,,
2019-0F1-059674,2,,,,,,,
692,1,,,,,,,
1571,1,,,,,,,
2019-0F1-059874,1,,,,,,,
3912,1,,,,,,,
2019-0F1-059883,1,,,,,,,
4166,1,,,,,,,
2019-0F1-059884,1,,,,,,,
4075,1,,,,,,,
2019-0F1-059897,1,,,,,,,
3948,1,,,,,,,
2019-0F1-060097,1,,,,,,,
3363,1,,,,,,,
2019-0F1-060104,1,,,,,,,
3114,1,,,,,,,
2019-0F1-060143,1,,,,,,,
1980,1,,,,,,,
2019-0F1-060187,1,,,,,,,
3484,1,,,,,,,
2019-0F1-060342,1,,,,,,,
4233,1,,,,,,,
2019-0F1-060347,1,,,,,,,
3149,1,,,,,,,
2019-0F1-060363,1,,,,,,,
3665,1,,,,,,,
2019-0F1-060560,4,,,,,,,
995,2,,,,,,,
1980,2,,,,,,,
2019-0F1-060838,2,,,,,,,
995,1,,,,,,,
2908,1,,,,,,,
2019-0F1-060977,4,,,,,,,
3114,2,,,,,,,
4003,2,,,,,,,
2019-0F1-060999,1,,,,,,,
4166,1,,,,,,,
2019-0F1-061021,1,,,,,,,
4166,1,,,,,,,
2019-0F1-061230,1,,,,,,,
3912,1,,,,,,,
2019-0F1-061254,3,,,,,,,
1980,1,,,,,,,
4075,1,,,,,,,
4109,1,,,,,,,
2019-0F1-061402,2,,,,,,,
2908,1,,,,,,,
3383,1,,,,,,,
2019-0F1-061885,1,,,,,,,
4195,1,,,,,,,
2019-0F1-062184,3,,,,,,,
963,1,,,,,,,
4003,1,,,,,,,
4166,1,,,,,,,
2019-0F1-062339,1,,,,,,,
4003,1,,,,,,,
2019-0F1-062741,3,,,,,,,
3912,1,,,,,,,
3956,1,,,,,,,
4109,1,,,,,,,
2019-0F1-063020,3,,,,,,,
3194,3,,,,,,,
2019-0F1-063182,2,,,,,,,
1286,1,,,,,,,
3484,1,,,,,,,
2019-0F1-063277,1,,,,,,,
2213,1,,,,,,,
2019-0F1-063286,1,,,,,,,
2213,1,,,,,,,
2019-0F1-063429,1,,,,,,,
4008,1,,,,,,,
2019-0F1-064387,3,,,,,,,
1934,1,,,,,,,
2559,1,,,,,,,
2730,1,,,,,,,
2019-0F1-064709,1,,,,,,,
4211,1,,,,,,,
2019-0F1-064788,4,,,,,,,
1084,2,,,,,,,
2991,2,,,,,,,
2019-0F1-065379,2,,,,,,,
2051,1,,,,,,,
4123,1,,,,,,,
2019-0F1-065567,2,,,,,,,
1763,1,,,,,,,
1980,1,,,,,,,
2019-0F1-065643,1,,,,,,,
3459,1,,,,,,,
2019-0F1-065881,1,,,,,,,
3431,1,,,,,,,
2019-0F1-066581,1,,,,,,,
3246,1,,,,,,,
2019-0F1-066796,3,,,,,,,
3019,1,,,,,,,
3709,1,,,,,,,
3912,1,,,,,,,
2019-0F1-067044,1,,,,,,,
1980,1,,,,,,,
2019-0F1-067046,1,,,,,,,
4008,1,,,,,,,
2019-0F1-067053,1,,,,,,,
1980,1,,,,,,,
2019-0F1-067891,1,,,,,,,
3479,1,,,,,,,
2019-0F1-068671,2,,,,,,,
3285,1,,,,,,,
4166,1,,,,,,,
2019-0F1-068943,4,,,,,,,
4109,2,,,,,,,
4191,2,,,,,,,
2019-0F1-068959,1,,,,,,,
3709,1,,,,,,,
2019-0H3-002000,2,,,,,,,
3744,2,,,,,,,
2019-0H3-009763,2,,,,,,,
3835,1,,,,,,,
3989,1,,,,,,,
2019-0H4-000024,1,,,,,,,
3581,1,,,,,,,
2019-0H4-000257,1,,,,,,,
3394,1,,,,,,,
2019-0H4-000762,1,,,,,,,
3409,1,,,,,,,
2019-0H4-001044,1,,,,,,,
3065,1,,,,,,,
2019-0H4-001107,1,,,,,,,
3065,1,,,,,,,
2019-0H4-001128,1,,,,,,,
(blank),1,,,,,,,
2019-0H4-001199,1,,,,,,,
3409,1,,,,,,,
2019-0H4-001201,1,,,,,,,
3409,1,,,,,,,
2019-0H4-001590,1,,,,,,,
3065,1,,,,,,,
2019-0H4-001647,1,,,,,,,
3394,1,,,,,,,
2019-0H4-001648,1,,,,,,,
3394,1,,,,,,,
2019-0H4-001750,1,,,,,,,
2925,1,,,,,,,
2019-0H4-001827,1,,,,,,,
3409,1,,,,,,,
2019-0H4-001935,1,,,,,,,
4220,1,,,,,,,
2019-0H4-001951,1,,,,,,,
2836,1,,,,,,,
2019-0H4-002228,1,,,,,,,
(blank),1,,,,,,,
2019-0H4-002346,1,,,,,,,
3730,1,,,,,,,
2019-0H4-002372,1,,,,,,,
3730,1,,,,,,,
2019-0H4-002436,2,,,,,,,
3202,1,,,,,,,
3219,1,,,,,,,
2019-0H4-002599,1,,,,,,,
3670,1,,,,,,,
2019-0H4-002789,2,,,,,,,
2965,2,,,,,,,
2019-0H4-002807,1,,,,,,,
3730,1,,,,,,,
2019-0H4-003184,1,,,,,,,
3219,1,,,,,,,
2019-0H4-003202,1,,,,,,,
3065,1,,,,,,,
2019-0H4-003616,1,,,,,,,
2965,1,,,,,,,
2019-0H4-003846,1,,,,,,,
3065,1,,,,,,,
2019-0H4-003955,1,,,,,,,
2965,1,,,,,,,
2019-0H4-004115,1,,,,,,,
2965,1,,,,,,,
2019-0H4-004180,1,,,,,,,
3065,1,,,,,,,
2019-0H4-004339,2,,,,,,,
1873,1,,,,,,,
3409,1,,,,,,,
2019-0H4-004600,2,,,,,,,
3617,1,,,,,,,
4198,1,,,,,,,
2019-0H4-004644,1,,,,,,,
2994,1,,,,,,,
2019-0H4-004645,1,,,,,,,
2994,1,,,,,,,
2019-0H4-004647,1,,,,,,,
(blank),1,,,,,,,
2019-0H4-004648,1,,,,,,,
(blank),1,,,,,,,
2019-0H4-004688,1,,,,,,,
2965,1,,,,,,,
2019-0H4-005093,2,,,,,,,
3094,2,,,,,,,
2019-0H4-005475,1,,,,,,,
3094,1,,,,,,,
2019-0H4-005669,2,,,,,,,
3094,1,,,,,,,
3404,1,,,,,,,
2019-0H4-005787,2,,,,,,,
1767,1,,,,,,,
3207,1,,,,,,,
2019-0H4-005794,1,,,,,,,
2965,1,,,,,,,
2019-0H4-005984,1,,,,,,,
3570,1,,,,,,,
2019-0H4-006078,1,,,,,,,
3205,1,,,,,,,
2019-0H4-006244,1,,,,,,,
2965,1,,,,,,,
2019-0H4-006258,1,,,,,,,
3065,1,,,,,,,
2019-0H4-006317,1,,,,,,,
3615,1,,,,,,,
2019-0H4-006419,1,,,,,,,
4247,1,,,,,,,
2019-0H4-006497,1,,,,,,,
2965,1,,,,,,,
2019-0H4-006750,1,,,,,,,
(blank),1,,,,,,,
2019-0H4-006790,1,,,,,,,
3615,1,,,,,,,
2019-0H4-006942,1,,,,,,,
3617,1,,,,,,,
2019-0H4-007003,1,,,,,,,
4305,1,,,,,,,
2019-0H4-007017,1,,,,,,,
2965,1,,,,,,,
2019-0H4-007034,2,,,,,,,
3404,1,,,,,,,
4293,1,,,,,,,
2019-0H4-007140,2,,,,,,,
2965,1,,,,,,,
4164,1,,,,,,,
2019-0H4-007333,1,,,,,,,
4164,1,,,,,,,
2019-0H4-007530,2,,,,,,,
(blank),2,,,,,,,
2019-0H4-007532,1,,,,,,,
4164,1,,,,,,,
2019-0H4-007539,1,,,,,,,
4164,1,,,,,,,
2019-0H4-007719,2,,,,,,,
4274,2,,,,,,,
2019-0H4-007774,1,,,,,,,
3617,1,,,,,,,
2019-0H4-007929,1,,,,,,,
3065,1,,,,,,,
2019-0H4-008214,1,,,,,,,
4241,1,,,,,,,
2019-0H4-008481,2,,,,,,,
4164,2,,,,,,,
2019-0H4-008491,1,,,,,,,
3617,1,,,,,,,
2019-0H4-008510,1,,,,,,,
2965,1,,,,,,,
2019-0H4-008997,3,,,,,,,
3094,1,,,,,,,
3404,1,,,,,,,
4293,1,,,,,,,
2019-0H4-009188,1,,,,,,,
4164,1,,,,,,,
2019-0H4-009218,1,,,,,,,
4164,1,,,,,,,
2019-0H4-009302,1,,,,,,,
3065,1,,,,,,,
2019-0H4-009349,1,,,,,,,
4164,1,,,,,,,
2019-0H5-000252,1,,,,,,,
3207,1,,,,,,,
2019-0H5-002172,1,,,,,,,
3205,1,,,,,,,
2019-0H5-002347,1,,,,,,,
3205,1,,,,,,,
2019-0H5-002350,1,,,,,,,
3205,1,,,,,,,
2019-0H5-003670,1,,,,,,,
3570,1,,,,,,,
2019-0H5-004058,2,,,,,,,
4354,2,,,,,,,
2019-0H5-004160,1,,,,,,,
3094,1,,,,,,,
2019-0H5-004181,1,,,,,,,
2997,1,,,,,,,
2019-0H5-004257,1,,,,,,,
3429,1,,,,,,,
2019-0H5-004340,1,,,,,,,
3094,1,,,,,,,
2019-0H5-004364,2,,,,,,,
(blank),2,,,,,,,
2019-0H5-004378,1,,,,,,,
(blank),1,,,,,,,
2019-0H6-001403,8,,,,,,,
3893,4,,,,,,,
4029,4,,,,,,,
2019-0H6-001638,6,,,,,,,
2458,3,,,,,,,
3670,3,,,,,,,
2019-0H6-001696,1,,,,,,,
3584,1,,,,,,,
2019-0H6-002241,6,,,,,,,
3158,2,,,,,,,
3723,2,,,,,,,
4045,2,,,,,,,
2019-0H6-002936,1,,,,,,,
2965,1,,,,,,,
2019-0H6-003205,1,,,,,,,
3670,1,,,,,,,
2019-0H6-003267,1,,,,,,,
3837,1,,,,,,,
2019-0H6-003864,2,,,,,,,
3893,2,,,,,,,
2019-0H6-004216,4,,,,,,,
(blank),4,,,,,,,
2019-0H6-004325,1,,,,,,,
4058,1,,,,,,,
2019-0H6-004512,1,,,,,,,
2994,1,,,,,,,
2019-0H6-004716,2,,,,,,,
3309,1,,,,,,,
3344,1,,,,,,,
2019-0H6-005215,1,,,,,,,
(blank),1,,,,,,,
2019-0H6-005426,1,,,,,,,
3309,1,,,,,,,
2019-0H6-005622,1,,,,,,,
843,1,,,,,,,
2019-0H6-005646,6,,,,,,,
2458,3,,,,,,,
3584,3,,,,,,,
2019-0H6-005677,1,,,,,,,
3344,1,,,,,,,
2019-0H6-005762,2,,,,,,,
843,1,,,,,,,
2832,1,,,,,,,
2019-0H6-005772,1,,,,,,,
(blank),1,,,,,,,
2019-0H6-005786,1,,,,,,,
4235,1,,,,,,,
2019-0H6-007125,1,,,,,,,
2994,1,,,,,,,
2019-0H6-007269,1,,,,,,,
3584,1,,,,,,,
2019-0H6-008455,4,,,,,,,
3922,2,,,,,,,
4143,2,,,,,,,
2019-0H6-008601,2,,,,,,,
3922,1,,,,,,,
4143,1,,,,,,,
2019-0H7-000601,1,,,,,,,
3541,1,,,,,,,
2019-0H7-002377,1,,,,,,,
3541,1,,,,,,,
2019-0H7-002378,1,,,,,,,
3541,1,,,,,,,
2019-0H7-003209,2,,,,,,,
3541,2,,,,,,,
2019-0H7-003938,2,,,,,,,
(blank),2,,,,,,,
2019-0H7-006794,1,,,,,,,
3758,1,,,,,,,
2019-0H8-007859,1,,,,,,,
4354,1,,,,,,,
2019-0H9-000013,2,,,,,,,
3916,1,,,,,,,
4178,1,,,,,,,
2019-0H9-000104,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000107,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000110,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000173,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000182,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000226,1,,,,,,,
3542,1,,,,,,,
2019-0H9-000235,2,,,,,,,
3893,1,,,,,,,
3916,1,,,,,,,
2019-0H9-000239,1,,,,,,,
2896,1,,,,,,,
2019-0H9-000254,1,,,,,,,
3780,1,,,,,,,
2019-0H9-000255,1,,,,,,,
3780,1,,,,,,,
2019-0H9-000300,1,,,,,,,
4220,1,,,,,,,
2019-0H9-000474,2,,,,,,,
817,1,,,,,,,
3232,1,,,,,,,
2019-0H9-000520,1,,,,,,,
2896,1,,,,,,,
2019-0H9-000572,1,,,,,,,
4090,1,,,,,,,
2019-0H9-000611,2,,,,,,,
593,1,,,,,,,
2896,1,,,,,,,
2019-0H9-000676,2,,,,,,,
817,1,,,,,,,
4071,1,,,,,,,
2019-0H9-000852,1,,,,,,,
3542,1,,,,,,,
2019-0H9-000900,1,,,,,,,
3542,1,,,,,,,
2019-0H9-001023,1,,,,,,,
3542,1,,,,,,,
2019-0H9-001204,1,,,,,,,
4090,1,,,,,,,
2019-0H9-001215,1,,,,,,,
4090,1,,,,,,,
2019-0H9-001705,1,,,,,,,
3542,1,,,,,,,
2019-0H9-002169,2,,,,,,,
817,2,,,,,,,
2019-0H9-002171,1,,,,,,,
817,1,,,,,,,
2019-0H9-002502,1,,,,,,,
3914,1,,,,,,,
2019-0H9-002508,1,,,,,,,
3914,1,,,,,,,
2019-0H9-002580,2,,,,,,,
3542,1,,,,,,,
3914,1,,,,,,,
2019-0H9-002612,1,,,,,,,
3542,1,,,,,,,
2019-0H9-002646,1,,,,,,,
817,1,,,,,,,
2019-0H9-002729,1,,,,,,,
3914,1,,,,,,,
2019-0H9-002738,1,,,,,,,
3914,1,,,,,,,
2019-0H9-002741,1,,,,,,,
3232,1,,,,,,,
2019-0H9-002773,6,,,,,,,
3914,4,,,,,,,
4004,2,,,,,,,
2019-0H9-002776,1,,,,,,,
4118,1,,,,,,,
2019-0H9-002813,2,,,,,,,
4004,1,,,,,,,
4061,1,,,,,,,
2019-0H9-002816,4,,,,,,,
3485,1,,,,,,,
4004,1,,,,,,,
4061,1,,,,,,,
4090,1,,,,,,,
2019-0H9-002859,2,,,,,,,
3459,1,,,,,,,
4199,1,,,,,,,
2019-0H9-002874,1,,,,,,,
3780,1,,,,,,,
2019-0H9-002889,1,,,,,,,
4118,1,,,,,,,
2019-0H9-003031,1,,,,,,,
3916,1,,,,,,,
2019-0H9-003122,1,,,,,,,
3542,1,,,,,,,
2019-0H9-003253,1,,,,,,,
3542,1,,,,,,,
2019-0H9-003259,1,,,,,,,
4074,1,,,,,,,
2019-0H9-003375,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-003510,1,,,,,,,
3542,1,,,,,,,
2019-0H9-003520,1,,,,,,,
3780,1,,,,,,,
2019-0H9-003606,1,,,,,,,
817,1,,,,,,,
2019-0H9-003640,1,,,,,,,
3232,1,,,,,,,
2019-0H9-003942,1,,,,,,,
3542,1,,,,,,,
2019-0H9-003996,1,,,,,,,
3780,1,,,,,,,
2019-0H9-004005,1,,,,,,,
3780,1,,,,,,,
2019-0H9-004010,1,,,,,,,
3780,1,,,,,,,
2019-0H9-004153,2,,,,,,,
3444,1,,,,,,,
3916,1,,,,,,,
2019-0H9-004168,1,,,,,,,
3780,1,,,,,,,
2019-0H9-004283,1,,,,,,,
3232,1,,,,,,,
2019-0H9-004323,1,,,,,,,
3232,1,,,,,,,
2019-0H9-004474,1,,,,,,,
3542,1,,,,,,,
2019-0H9-004549,1,,,,,,,
2896,1,,,,,,,
2019-0H9-004551,2,,,,,,,
2380,1,,,,,,,
2896,1,,,,,,,
2019-0H9-004954,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-005124,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-005140,1,,,,,,,
4198,1,,,,,,,
2019-0H9-005508,2,,,,,,,
1804,1,,,,,,,
3879,1,,,,,,,
2019-0H9-005621,6,,,,,,,
2896,3,,,,,,,
3584,3,,,,,,,
2019-0H9-005769,2,,,,,,,
3780,1,,,,,,,
3916,1,,,,,,,
2019-0H9-005978,1,,,,,,,
3542,1,,,,,,,
2019-0H9-005992,2,,,,,,,
2881,1,,,,,,,
3542,1,,,,,,,
2019-0H9-006496,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-006849,1,,,,,,,
3542,1,,,,,,,
2019-0H9-006970,1,,,,,,,
3542,1,,,,,,,
2019-0H9-007200,1,,,,,,,
3542,1,,,,,,,
2019-0H9-007341,1,,,,,,,
3542,1,,,,,,,
2019-0H9-007504,3,,,,,,,
1804,1,,,,,,,
3078,1,,,,,,,
3780,1,,,,,,,
2019-0H9-007605,1,,,,,,,
3542,1,,,,,,,
2019-0H9-007850,1,,,,,,,
3542,1,,,,,,,
2019-0H9-007868,2,,,,,,,
3916,1,,,,,,,
4364,1,,,,,,,
2019-0H9-008041,2,,,,,,,
3780,1,,,,,,,
4106,1,,,,,,,
2019-0H9-008070,1,,,,,,,
3780,1,,,,,,,
2019-0H9-008082,1,,,,,,,
3879,1,,,,,,,
2019-0H9-008114,1,,,,,,,
3780,1,,,,,,,
2019-0H9-008294,2,,,,,,,
4180,2,,,,,,,
2019-0H9-008313,1,,,,,,,
3542,1,,,,,,,
2019-0H9-008510,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-008541,1,,,,,,,
2965,1,,,,,,,
2019-0H9-008631,1,,,,,,,
3835,1,,,,,,,
2019-0H9-008643,3,,,,,,,
3397,1,,,,,,,
3487,1,,,,,,,
3914,1,,,,,,,
2019-0H9-008665,1,,,,,,,
3542,1,,,,,,,
2019-0H9-008718,2,,,,,,,
3252,1,,,,,,,
3542,1,,,,,,,
2019-0H9-008763,1,,,,,,,
3232,1,,,,,,,
2019-0H9-008910,1,,,,,,,
3232,1,,,,,,,
2019-0H9-008954,1,,,,,,,
3916,1,,,,,,,
2019-0H9-008974,1,,,,,,,
2896,1,,,,,,,
2019-0H9-008985,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009063,3,,,,,,,
3879,1,,,,,,,
3914,1,,,,,,,
4364,1,,,,,,,
2019-0H9-009068,2,,,,,,,
3780,2,,,,,,,
2019-0H9-009094,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009110,3,,,,,,,
2487,1,,,,,,,
2634,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009112,1,,,,,,,
3232,1,,,,,,,
2019-0H9-009121,3,,,,,,,
2037,1,,,,,,,
3879,1,,,,,,,
4405,1,,,,,,,
2019-0H9-009152,1,,,,,,,
3232,1,,,,,,,
2019-0H9-009235,4,,,,,,,
3156,4,,,,,,,
2019-0H9-009263,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009270,2,,,,,,,
3409,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009288,1,,,,,,,
4118,1,,,,,,,
2019-0H9-009289,1,,,,,,,
4118,1,,,,,,,
2019-0H9-009300,2,,,,,,,
2673,1,,,,,,,
3219,1,,,,,,,
2019-0H9-009302,1,,,,,,,
3219,1,,,,,,,
2019-0H9-009309,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009316,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009366,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009370,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009498,1,,,,,,,
3914,1,,,,,,,
2019-0H9-009535,1,,,,,,,
3916,1,,,,,,,
2019-0H9-009614,1,,,,,,,
2896,1,,,,,,,
2019-0H9-009639,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009646,2,,,,,,,
3297,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009677,4,,,,,,,
3485,1,,,,,,,
3914,1,,,,,,,
4004,1,,,,,,,
4086,1,,,,,,,
2019-0H9-009729,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009740,1,,,,,,,
3907,1,,,,,,,
2019-0H9-009744,4,,,,,,,
3914,2,,,,,,,
4004,2,,,,,,,
2019-0H9-009757,4,,,,,,,
3916,1,,,,,,,
4106,1,,,,,,,
4198,1,,,,,,,
4283,1,,,,,,,
2019-0H9-009763,2,,,,,,,
4071,1,,,,,,,
4198,1,,,,,,,
2019-0H9-009818,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009823,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009843,1,,,,,,,
4071,1,,,,,,,
2019-0H9-009899,1,,,,,,,
4071,1,,,,,,,
2019-0H9-009904,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-009907,1,,,,,,,
3186,1,,,,,,,
2019-0H9-009928,1,,,,,,,
4071,1,,,,,,,
2019-0H9-009965,1,,,,,,,
3542,1,,,,,,,
2019-0H9-009977,1,,,,,,,
3617,1,,,,,,,
2019-0H9-009990,1,,,,,,,
3617,1,,,,,,,
2019-0H9-010004,3,,,,,,,
817,1,,,,,,,
3914,1,,,,,,,
4071,1,,,,,,,
2019-0H9-010026,1,,,,,,,
4071,1,,,,,,,
2019-0H9-010067,1,,,,,,,
4118,1,,,,,,,
2019-0H9-010068,1,,,,,,,
4118,1,,,,,,,
2019-0H9-010174,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010175,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010183,1,,,,,,,
3780,1,,,,,,,
2019-0H9-010184,1,,,,,,,
3780,1,,,,,,,
2019-0H9-010187,1,,,,,,,
3617,1,,,,,,,
2019-0H9-010192,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010193,1,,,,,,,
3617,1,,,,,,,
2019-0H9-010196,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010212,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010248,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010257,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010358,1,,,,,,,
3914,1,,,,,,,
2019-0H9-010371,2,,,,,,,
3914,2,,,,,,,
2019-0H9-010400,2,,,,,,,
3542,1,,,,,,,
4027,1,,,,,,,
2019-0H9-010440,2,,,,,,,
2965,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010447,1,,,,,,,
2965,1,,,,,,,
2019-0H9-010463,1,,,,,,,
3907,1,,,,,,,
2019-0H9-010473,2,,,,,,,
3907,1,,,,,,,
3916,1,,,,,,,
2019-0H9-010477,1,,,,,,,
3542,1,,,,,,,
2019-0H9-010491,1,,,,,,,
3916,1,,,,,,,
2019-0H9-010543,1,,,,,,,
3871,1,,,,,,,
2019-0H9-010550,1,,,,,,,
3907,1,,,,,,,
2019-0H9-010556,2,,,,,,,
3907,1,,,,,,,
4183,1,,,,,,,
2019-0H9-010563,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010576,1,,,,,,,
3156,1,,,,,,,
2019-0H9-010583,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010678,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010703,1,,,,,,,
3780,1,,,,,,,
2019-0H9-010723,2,,,,,,,
4071,1,,,,,,,
4283,1,,,,,,,
2019-0H9-010747,1,,,,,,,
4071,1,,,,,,,
2019-0H9-010762,1,,,,,,,
3871,1,,,,,,,
2019-0H9-010830,1,,,,,,,
(blank),1,,,,,,,
2019-0H9-010875,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010888,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010925,1,,,,,,,
4198,1,,,,,,,
2019-0H9-010979,1,,,,,,,
3871,1,,,,,,,
2019-0H9-010988,1,,,,,,,
4071,1,,,,,,,
2019-0H9-010992,1,,,,,,,
3147,1,,,,,,,
2019-0H9-011008,1,,,,,,,
3871,1,,,,,,,
2019-0H9-011012,1,,,,,,,
3617,1,,,,,,,
2019-0H9-011013,1,,,,,,,
3617,1,,,,,,,
2019-0H9-011015,1,,,,,,,
3617,1,,,,,,,
2019-0H9-011038,1,,,,,,,
3610,1,,,,,,,
2019-0H9-011107,1,,,,,,,
4198,1,,,,,,,
2019-0H9-011135,1,,,,,,,
4180,1,,,,,,,
2019-0H9-011257,1,,,,,,,
3871,1,,,,,,,
2019-0H9-011262,1,,,,,,,
3871,1,,,,,,,
2019-0H9-011378,2,,,,,,,
2487,1,,,,,,,
3542,1,,,,,,,
2019-0H9-011391,2,,,,,,,
2487,1,,,,,,,
3542,1,,,,,,,
2019-0H9-011435,1,,,,,,,
3542,1,,,,,,,
2019-0H9-011457,2,,,,,,,
3621,2,,,,,,,
2019-0H9-011649,1,,,,,,,
3871,1,,,,,,,
2019-0H9-011657,1,,,,,,,
3871,1,,,,,,,
2019-0H9-011736,1,,,,,,,
2896,1,,,,,,,
2019-0H9-011918,1,,,,,,,
2487,1,,,,,,,
2019-0H9-012075,2,,,,,,,
3914,1,,,,,,,
4004,1,,,,,,,
2019-0H9-012162,1,,,,,,,
3914,1,,,,,,,
2019-0H9-012208,1,,,,,,,
4118,1,,,,,,,
2019-0H9-012212,1,,,,,,,
3871,1,,,,,,,
2019-0H9-012220,1,,,,,,,
3871,1,,,,,,,
2019-0H9-012226,1,,,,,,,
3429,1,,,,,,,
2019-0H9-012227,1,,,,,,,
3429,1,,,,,,,
2019-0H9-012242,1,,,,,,,
4180,1,,,,,,,
2019-0H9-012285,1,,,,,,,
4180,1,,,,,,,
2019-0H9-012360,2,,,,,,,
3156,2,,,,,,,
2019-0H9-012498,1,,,,,,,
4198,1,,,,,,,
2019-0H9-012499,1,,,,,,,
4198,1,,,,,,,
2019-0H9-012549,1,,,,,,,
4198,1,,,,,,,
2019-0H9-012580,1,,,,,,,
3871,1,,,,,,,
2019-0H9-012597,1,,,,,,,
3914,1,,,,,,,
