interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
21-316-FI,21-76440,04/25/2021,1055.0,04/25/2021,1055.0,Officer Jacob Martinez,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person LOITERING,04/25/2021 @ 1152,05/07/2021 @ 0751,05/07/2021 @ 1819
21-317-FI,21-76446,04/25/2021,1107.0,04/25/2021,1107.0,Officer Jacob Martinez,Officer ELVIN ANDINO,Residence/Home/Apt./Condo,Sector B1 Liberty Heights,STRAIRWELL,SPRINGFIELD MA,1   Suspicious Person,04/25/2021 @ 1251,04/25/2021 @ 1304,05/05/2021 @ 1128
21-318-FI,21-76453,04/25/2021,1130.0,04/25/2021,1130.0,Officer Chad Joseph,Officer CHRISTOPHER CHARLES,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity - TRESPASS,04/25/2021 @ 1219,04/25/2021 @ 1321,05/05/2021 @ 1158
21-320-FI,21-76597,04/25/2021,1652.0,04/25/2021,1652.0,Officer Juan Taveras,Officer LUIS RODRIGUEZ,Other/Unknown,Sector A N. End/Memorial,BRIGHTWOOD DEVELOPMENT CORP,SPRINGFIELD MA,1    Suspicious Person,04/25/2021 @ 2015,04/25/2021 @ 2105,05/05/2021 @ 1124
21-321-FI,21-76682,04/25/2021,2019.0,04/25/2021,2019.0,Officer Alex Ortiz,Officer Michael Cruz,Hotel/Motel/Temp. Lodgings,Sector E1 Metro/South End,HAMPTON INN & SUITES,SPRINGFIELD MA,1   Suspicious Person,04/25/2021 @ 2107,04/25/2021 @ 2129,04/29/2021 @ 1634
21-322-FI,21-77506,04/27/2021,310.0,04/27/2021,310.0,Officer Thomas Normoyle,Officer Cameron Bugbee,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,MAPLE ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Activity,,,
21-323-FI,21-77507,04/27/2021,317.0,04/27/2021,317.0,Officer Stanley Clerge,Officer Rolando Nunez,Service/Gas Station,Sector B2 Liberty Heights,CUMBERLAND FARM,SPRINGFIELD MA,1    SUSPICIOUS ACTIVITY,04/27/2021 @ 0339,04/27/2021 @ 0419,04/27/2021 @ 0614
21-324-FI,21-77516,04/27/2021,338.0,04/27/2021,338.0,Officer Thomas Meleady,Officer Alan Wine,School-Elementary/Secondary,Sector E1 Metro/South End,MILTON BRADLEY SCHOOL PARKING LOT,"UNION ST @ MAPLE ST
     SPRINGFIELD MA 01105",1    Suspicious Vehicle,,,
21-325-FI,21-77905,04/27/2021,1611.0,04/27/2021,1611.0,Officer Donnievan Figueroa,Officer ROWELL TUCKER,Government/Public Building,Sector E2 Metro/6Corners,130 PEARL ST,SPRINGFIELD MA,1   Suspicious Person,04/27/2021 @ 1638,04/27/2021 @ 1654,05/05/2021 @ 1119
21-338-FI,21-80798,05/01/2021,1721.0,05/01/2021,1721.0,Officer LUIS RODRIGUEZ,Officer Juan Taveras,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person,05/01/2021 @ 2258,05/01/2021 @ 2352,05/05/2021 @ 1101
21-339-FI,21-80841,05/01/2021,1814.0,05/01/2021,1814.0,Officer Jacob Martinez,Lieutenant Julio Toledo,Other/Unknown,Sector A N. End/Memorial,HAMPDEN FARMS,SPRINGFIELD MA 01104,1   Suspicious Person,05/02/2021 @ 1941,05/02/2021 @ 2052,05/05/2021 @ 1054
21-340-FI,21-80879,05/01/2021,1947.0,05/01/2021,1947.0,Officer KYLE KALIN,Officer Joel Lopez,Commercial/Office Building,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Activity,05/01/2021 @ 2013,05/01/2021 @ 2028,05/04/2021 @ 1034
21-341-FI,21-81221,05/02/2021,950.0,05/02/2021,950.0,Officer ELVIN ANDINO,Officer Jose Silva,Other/Unknown,Sector A N. End/Memorial,MEDINAS SUPERMARKET,SPRINGFIELD MA,1   Suspicious Person/ LOITERING,05/02/2021 @ 0957,05/07/2021 @ 1822,05/31/2021 @ 2024
21-343-FI,21-81298,05/02/2021,1228.0,05/02/2021,1228.0,Officer Dean Fay,Officer Quinton Rogers,Field/Woods,Sector H1 Forest Park,WOODED AREA ADJACENT TO,SPRINGFIELD MA,1   Suspicious Person/HOMELESS LIVING IN WOODS,05/02/2021 @ 1309,05/02/2021 @ 1339,05/02/2021 @ 1416
21-344-FI,21-81474,05/02/2021,1839.0,05/02/2021,1839.0,Officer LUIS RODRIGUEZ,Officer Robert Gayle,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,05/02/2021 @ 2029,05/02/2021 @ 2122,05/05/2021 @ 1052
21-345-FI,21-81453,05/02/2021,1815.0,05/02/2021,1815.0,Officer Siahra Carrasquillo,Officer Dads Dominque,Commercial/Office Building,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person,05/02/2021 @ 1902,05/02/2021 @ 1915,05/05/2021 @ 1055
21-346-FI,21-81486,05/02/2021,1900.0,05/02/2021,1900.0,Officer WANINA JUSTINIANO,Officer Robert Gayle,Service/Gas Station,Sector E1 Metro/South End,,,1   Suspicious Person,05/02/2021 @ 2035,05/02/2021 @ 2054,05/05/2021 @ 1053
21-347-FI,21-81765,05/03/2021,837.0,05/03/2021,837.0,Officer Troy Hufnagel,,,,,,,,,
21-348-FI,21-81806,05/03/2021,939.0,05/03/2021,939.0,Officer BRUCE LE,Officer Jose Silva,Commercial/Office Building,Sector A N. End/Memorial,NEW NORTH CITIZEN COUNCIL,SPRINGFIELD MA,1   Suspicious Person LOITERING,,,
21-349-FI,21-81850,05/03/2021,1038.0,05/03/2021,1038.0,Officer BRUCE LE,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ OSGOOD ST,SPRINGFIELD MA,1   Police Information,05/03/2021 @ 1057,05/03/2021 @ 1144,05/05/2021 @ 1045
21-350-FI,21-82108,05/03/2021,1731.0,05/03/2021,1731.0,Officer ROWELL TUCKER,Officer Donnievan Figueroa,Restaurant/Cafeteria,Sector A N. End/Memorial,TACO BELL,SPRINGFIELD MA 01104,1   Suspicious Activity,05/03/2021 @ 1749,05/03/2021 @ 2019,05/05/2021 @ 1040
21-351-FI,21-82279,05/04/2021,16.0,05/04/2021,16.0,Officer Cameron Bugbee,Officer Thomas Normoyle,Government/Public Building,Sector E2 Metro/6Corners,130 PEARL ST,SPRINGFIELD MA,1   Police Information,,,
21-352-FI,21-82431,05/04/2021,746.0,05/04/2021,746.0,Officer Troy Hufnagel,,Highway/Road/Alley/Street,Sector E1 Metro/South End,KAYNOR ST,SPRINGFIELD MA,1   Suspicious Person / HOMELESS MALE,05/04/2021 @ 0804,05/04/2021 @ 0818,05/05/2021 @ 1147
21-353-FI,21-82783,05/04/2021,1614.0,05/04/2021,1614.0,Officer Oral Davis,Officer Angel Monserrate,Church/Synagogue/Temple,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Suspicious Person,,,
21-354-FI,21-83291,05/05/2021,1057.0,05/05/2021,1057.0,Officer SEBASTIAN LOPEZ,Officer Samantha Jones,Residence/Home/Apt./Condo,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Suspicious Activity,05/05/2021 @ 1211,05/05/2021 @ 1309,05/07/2021 @ 0932
21-355-FI,21-84062,05/06/2021,1122.0,05/06/2021,1122.0,Officer Michael Goggin,Officer MARC-ANTHONY CARTER,Parking Lot/Garage,Sector E2 Metro/6Corners,REAR PARKING LOT,SPRINGFIELD MA,1   Suspicious Activity,,,
21-356-FI,21-84061,05/06/2021,1120.0,05/06/2021,1120.0,Officer Juan Taveras,Officer Jason Sleeper,Residence/Home/Apt./Condo,Sector D2 Indian Orchard,,SPRINGFIELD MA,1   TRESPASS,,,
21-357-FI,21-84786,05/07/2021,947.0,05/07/2021,947.0,Officer Michael Goggin,Officer DAMARR DUNCANSON,Other/Unknown,Sector E2 Metro/6Corners,REAR OF SUPER LAUNDROMAT,,1   Suspicious Person-POSSIBLE DRUG USE,05/07/2021 @ 1207,05/07/2021 @ 1300,05/11/2021 @ 1949
21-358-FI,21-84824,05/07/2021,1028.0,05/07/2021,1028.0,Officer Jose Silva,,Other/Unknown,Sector B2 Liberty Heights,DAVES SODA REAR,SPRINGFIELD MA,1   Suspicious Person,05/07/2021 @ 1100,05/07/2021 @ 1113,05/07/2021 @ 1511
21-359-FI,21-84851,05/07/2021,1100.0,05/07/2021,1100.0,Officer Guillermo Burgos,Officer Chad Joseph,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,05/07/2021 @ 1122,05/07/2021 @ 1134,05/07/2021 @ 1821
21-360-FI,21-85340,05/07/2021,2247.0,05/07/2021,2247.0,Officer WANINA JUSTINIANO,Officer Robert Gayle,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Activity (PANHANDLING),,,
21-361-FI,21-85626,05/08/2021,1112.0,05/08/2021,1112.0,Officer JASMIN GARCIA-VALLADOLID,Officer Chad Joseph,Park/Playground,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Activity,05/08/2021 @ 1143,05/08/2021 @ 1315,05/31/2021 @ 2027
21-362-FI,21-85765,05/08/2021,1643.0,05/08/2021,1643.0,Officer WANINA JUSTINIANO,Officer Juan Taveras,Other/Unknown,Sector A N. End/Memorial,MEDINAS SUPERMARKET,SPRINGFIELD MA,1   DRINKING ALCOHOL OPEN CONTAINER IN PUBLIC,,,
21-363-FI,21-85893,05/08/2021,2012.0,05/08/2021,2012.0,Officer KYLE KALIN,Officer Joel Lopez,Other/Unknown,Sector F2 Old&Upper Hill,SPRINGFIELD LIBRARY & MUSEUMS ASSOCIATION LIB,SPRINGFIELD MA,1   Suspicious Person,05/08/2021 @ 2029,05/08/2021 @ 2040,05/14/2021 @ 0943
21-364-FI,21-86233,05/09/2021,1128.0,05/09/2021,1128.0,Officer ROWELL TUCKER,Officer Juan Taveras,Service/Gas Station,Sector A N. End/Memorial,PRIDE GAS STATION,SPRINGFIELD MA,1   DRINKING FROM OPEN CONTAINER ALCOHOL,,,
21-365-FI,21-86493,05/09/2021,2112.0,05/09/2021,2112.0,Officer Oral Davis,Officer Clifford Gervais,Residence/Home/Apt./Condo,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1   Police Information,,,
21-366-FI,21-87104,05/10/2021,1826.0,05/10/2021,1826.0,Officer WANINA JUSTINIANO,Officer Juan Taveras,Service/Gas Station,Sector A N. End/Memorial,PRIDE GAS STATION,SPRINGFIELD MA,1   LOITERING,,,
21-367-FI,21-87495,05/11/2021,855.0,05/11/2021,855.0,Officer Troy Hufnagel,Officer DAMARR DUNCANSON,,,,,,,,
21-368-FI,21-88043,05/11/2021,2212.0,05/11/2021,2212.0,Officer MIRANDA CALDWELL,Officer Kelley Diederich,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,05/11/2021 @ 2231,05/11/2021 @ 2242,05/17/2021 @ 1329
21-369-FI,21-88388,05/12/2021,1040.0,05/12/2021,1040.0,Officer Troy Hufnagel,Officer DAMARR DUNCANSON,,,,,,,,
21-370-FI,21-88428,05/12/2021,1130.0,05/12/2021,1130.0,Officer JORGE CALDERO,Officer Chad Joseph,Residence/Home/Apt./Condo,Sector H1 Forest Park,,,1   Suspicious Activity,,,
21-371-FI,21-88655,05/12/2021,1737.0,05/12/2021,1737.0,Officer JONATHEN NERIS,Officer Dads Dominque,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,05/12/2021 @ 2009,05/12/2021 @ 2026,05/31/2021 @ 2024
21-372-FI,21-88659,05/12/2021,1739.0,05/12/2021,1739.0,Officer Oral Davis,Officer Ricardo Rivera Flores,Service/Gas Station,Sector A N. End/Memorial,PRIDE CONVENIENCE STORE,SPRINGFIELD MA,1   LOITERING/TRESPASS,,,
21-373-FI,21-88894,05/13/2021,39.0,05/13/2021,39.0,Officer James Menard,Officer Dishawn Ramos-Diaz,Highway/Road/Alley/Street,Sector H3 Forest Park/EFP,PARIDON ST @ BURNSIDE TER,SPRINGFIELD MA,1   Suspicious Person,05/13/2021 @ 0447,05/14/2021 @ 0632,05/14/2021 @ 0637
21-374-FI,21-89166,05/13/2021,1121.0,05/13/2021,1121.0,Officer Luis Delgado,Officer Josue Cruz,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,ARMORY ST @ CAREW ST,SPRINGFIELD MA,1   Police Information,,,
21-375-FI,21-89439,05/13/2021,1829.0,05/13/2021,1829.0,Officer Luishka Mendez-Vasquez,Officer Oumar Keita,,,,,,,,
21-376-FI,21-89852,05/14/2021,853.0,05/14/2021,853.0,Officer Dean Fay,Officer Raymond Mateo,Residence/Home/Apt./Condo,Sector H3 Forest Park/EFP,,SPRINGFIELD MA,1   NEIGHBOR DISPUTE,,,
21-377-FI,21-89948,05/14/2021,1111.0,05/14/2021,1111.0,Officer Juan Taveras,Officer Robert Gayle,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,05/14/2021 @ 1131,05/14/2021 @ 1147,05/31/2021 @ 2014
21-378-FI,21-89952,05/14/2021,1119.0,05/14/2021,1119.0,Officer James Trubia,Officer Armenio Garcia,Other/Unknown,Sector B1 Liberty Heights,,SPRINGFIELD MA,1   Suspicious Person,,,
21-379-FI,21-90240,05/14/2021,1830.0,05/14/2021,1830.0,Sergeant William Catellier,,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,BAY ST @ BUCKINGHAM ST,SPRINGFIELD MA,1   Gang Activity,05/14/2021 @ 2249,05/14/2021 @ 2252,05/14/2021 @ 2252
21-380-FI,21-90411,05/14/2021,2155.0,05/14/2021,2155.0,Officer Darrin Edwards,,Residence/Home/Apt./Condo,Sector F1 McKnight/Bay,OUTSIDE,SPRINGFIELD MA,1   Suspicious Person,,,
21-381-FI,21-90711,05/15/2021,1051.0,05/15/2021,1051.0,Officer Jacob Martinez,Officer Juan Taveras,Highway/Road/Alley/Street,Sector C East Springfield,,SPRINGFIELD MA,1   Suspicious Vehicle,,,
21-382-FI,21-91474,05/16/2021,1103.0,05/16/2021,1103.0,Officer DEZMOND AGUIRRE,Officer Jose Silva,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person/ LOITERING,,,
21-383-FI,21-91486,05/16/2021,1112.0,05/16/2021,1112.0,Officer Anthony DiSantis,Officer WANINA JUSTINIANO,Highway/Road/Alley/Street,Sector E1 Metro/South End,BROAD ST @ HALL OF FAME AVE,SPRINGFIELD MA,1   Suspicious Person (HOMELESS),05/16/2021 @ 1339,05/16/2021 @ 1352,05/17/2021 @ 1026
21-384-FI,21-91683,05/16/2021,1728.0,05/16/2021,1728.0,Officer Nathan Valois,Officer Juan Taveras,Other/Unknown,Sector A N. End/Memorial,MCDONALDS RESTAURANT (NORTH END),,1   Suspicious Person,05/16/2021 @ 2234,05/16/2021 @ 2303,05/31/2021 @ 1914
21-385-FI,21-91705,05/16/2021,1812.0,05/16/2021,1812.0,Officer Angel Monserrate,Officer Oumar Keita,Convenience Store,Sector H2 Forest Park/EFP,VALERO GAS STATION,SPRINGFIELD MA,1   TRESPASS,05/16/2021 @ 1906,05/16/2021 @ 1918,05/16/2021 @ 2149
21-386-FI,21-91816,05/16/2021,2059.0,05/16/2021,2059.0,Officer ELIZABETH ORTIZ,Officer Richard McNabb,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ MORRIS ST,SPRINGFIELD MA,1   Suspicious Person,,,
21-387-FI,21-92460,05/17/2021,1722.0,05/17/2021,1722.0,Officer Angel Monserrate,Officer Luishka Mendez-Vasquez,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,STATE ST @ COLONIAL AVE,,1   HOMELESS ASSISTANCE,,,
21-388-FI,21-92529,05/17/2021,1920.0,05/17/2021,1920.0,Officer CULLEN BURKE,Officer Robert Gayle,Highway/Road/Alley/Street,Sector A N. End/Memorial,CAREW ST @ CHESTNUT ST,SPRINGFIELD MA,1   Suspicious Person / PANHANDLING,05/17/2021 @ 2100,05/17/2021 @ 2153,05/31/2021 @ 1913
21-389-FI,21-92672,05/17/2021,2328.0,05/17/2021,2328.0,Officer FERNANDO ROSA,Lieutenant Julio Toledo,,,,,,,,
21-390-FI,21-92737,05/18/2021,139.0,05/18/2021,139.0,Officer Luis Rojas,Officer Carlos Ortiz,Residence/Home/Apt./Condo,Sector H3 Forest Park/EFP,QUARANTINE #3114,SPRINGFIELD MA 01108,1   Suspicious Person,,,
21-391-FI,21-92762,05/18/2021,229.0,05/18/2021,229.0,Officer Thalia Castro,Officer Sian Simpson,Auto Dealership New/Used,Sector G2 P.P./Boston Rd.,PRO AUTO ELECTRIC,SPRINGFIELD MA,1   Suspicious Person,05/18/2021 @ 0319,05/18/2021 @ 0354,05/18/2021 @ 0722
21-392-FI,21-93361,05/18/2021,2109.0,05/18/2021,2109.0,Officer DEZMOND AGUIRRE,Officer Robert Gayle,,,,,,,,
21-393-FI,21-93429,05/18/2021,2251.0,05/18/2021,2251.0,Officer DEZMOND AGUIRRE,Officer Robert Gayle,Parking Lot/Garage,Sector B1 Liberty Heights,,SPRINGFIELD MA,1   Suspicious Activity,05/18/2021 @ 2309,05/18/2021 @ 2344,05/31/2021 @ 1912
21-394-FI,21-93697,05/19/2021,953.0,05/19/2021,953.0,Officer Michael Goggin,Officer JASMIN GARCIA-VALLADOLID,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity,05/19/2021 @ 1225,05/24/2021 @ 0907,05/24/2021 @ 1001
21-395-FI,21-94066,05/19/2021,1940.0,05/19/2021,1940.0,Officer Kelley Diederich,Officer JEFFREY ALICEA,Highway/Road/Alley/Street,Sector E1 Metro/South End,HALL OF FAME AVE @ MAIN ST,SPRINGFIELD MA,1   PANHANDLER,05/19/2021 @ 1947,05/19/2021 @ 1951,05/21/2021 @ 1527
21-396-FI,21-94251,05/20/2021,124.0,05/20/2021,124.0,Officer Nestor Santos,Officer Roberto Gonzalez,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,05/20/2021 @ 0158,05/20/2021 @ 0248,05/20/2021 @ 0627
21-397-FI,21-94183,05/19/2021,2216.0,05/19/2021,2216.0,Officer Kelley Diederich,,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA 01105,1   COMMUNITY OUTREACH,05/20/2021 @ 0935,05/20/2021 @ 0944,05/26/2021 @ 1647
21-399-FI,21-95229,05/21/2021,1119.0,05/21/2021,1119.0,Officer IRAN TEJADA,Officer Jose Silva,Highway/Road/Alley/Street,Sector A N. End/Memorial,PVTA,SPRINGFIELD MA,1   Suspicious Person / LOITERING,,,
21-400-FI,21-95679,05/21/2021,2131.0,05/21/2021,2131.0,Officer ELIZABETH ORTIZ,Officer Juan Taveras,Service/Gas Station,Sector E1 Metro/South End,CITGO GAS,SPRINGFIELD MA,1   LOITER,05/21/2021 @ 2229,05/21/2021 @ 2253,05/31/2021 @ 1902
21-401-FI,21-95904,05/22/2021,521.0,05/22/2021,521.0,Officer Gustavo Olivo,Officer Joshua Dufrane,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,MAYFLOWER RD @ PLUMTREE RD,SPRINGFIELD MA,1   Police Information,05/22/2021 @ 0646,05/22/2021 @ 0716,05/22/2021 @ 2354
21-402-FI,21-96002,05/22/2021,1041.0,05/22/2021,1041.0,Officer Nathan Valois,Officer IRAN TEJADA,Highway/Road/Alley/Street,Sector B1 Liberty Heights,CHESTNUT ST @ CAREW ST,SPRINGFIELD MA,1   Suspicious Activity / PAN HANDLING,,,
21-403-FI,21-96175,05/22/2021,1655.0,05/22/2021,1655.0,Officer Guillermo Burgos,Officer Juan Taveras,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,05/22/2021 @ 2036,05/22/2021 @ 2106,05/31/2021 @ 1900
21-404-FI,21-96922,05/23/2021,1640.0,05/23/2021,1640.0,Officer Angel Martinez,Officer Ricardo Rivera Flores,Residence/Home/Apt./Condo,Sector A N. End/Memorial,QUARANTINE #1795,SPRINGFIELD MA 01107,1   Drug Activity,05/23/2021 @ 1701,05/23/2021 @ 1721,05/23/2021 @ 2236
21-405-FI,21-96961,05/23/2021,1741.0,05/23/2021,1741.0,Officer Luishka Mendez-Vasquez,Officer Raymond Mateo,Other/Unknown,Sector E1 Metro/South End,COURT SQUARE PLAZA,SPRINGFIELD MA,1   Police Information PSYCH,05/23/2021 @ 1834,05/23/2021 @ 1911,05/23/2021 @ 2235
21-406-FI,21-97670,05/24/2021,1748.0,05/24/2021,1748.0,Officer KYLE KALIN,Officer ELIZABETH ORTIZ,Other/Unknown,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE,SPRINGFIELD MA 01107,1   Suspicious Person,,,
21-408-FI,21-97797,05/24/2021,2106.0,05/24/2021,2106.0,Officer BRUCE LE,,,,,,,,,
21-409-FI,21-98091,05/25/2021,915.0,05/25/2021,915.0,Officer Michael Goggin,Officer Guillermo Burgos,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,SPRINGFIELD MA,1   QUALITY OF LIFE,05/25/2021 @ 0959,05/25/2021 @ 1012,05/26/2021 @ 1646
21-410-FI,21-98141,05/25/2021,1030.0,05/25/2021,1030.0,Officer Kelley Diederich,Officer Elizer Vasquez,Highway/Road/Alley/Street,Sector G2 P.P./Boston Rd.,,SPRINGFIELD MA,1   Police Information,05/25/2021 @ 1057,05/25/2021 @ 1059,05/26/2021 @ 1646
21-411-FI,21-98158,05/25/2021,1041.0,05/25/2021,1041.0,Officer JAVIER CALDERON,Officer Jose Silva,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Police Information TRESPASSED,,,
21-412-FI,21-98538,05/25/2021,1944.0,05/25/2021,1944.0,Officer Julio DeJesus,Officer Alexander Lozada,Drug Store/Doctor's Office/,Sector B1 Liberty Heights,BAYSTATE MEDICAL,SPRINGFIELD MA,1   Police Information,,,
21-413-FI,21-99479,05/27/2021,320.0,05/27/2021,320.0,Officer Dishawn Ramos-Diaz,Officer Cameron Bugbee,Restaurant/Cafeteria,Sector E1 Metro/South End,MCDONALDS,SPRINGFIELD MA,1   Suspicious Person,05/27/2021 @ 0351,05/27/2021 @ 0404,05/27/2021 @ 0708
21-414-FI,21-99914,05/27/2021,1726.0,05/27/2021,1726.0,Officer IRAN TEJADA,Officer Juan Taveras,Service/Gas Station,Sector A N. End/Memorial,PRIDE GAS STATION,SPRINGFIELD MA,1   DRINKING FROM OPEN CONTAINER ALCOHOL,,,
21-415-FI,21-100842,05/29/2021,35.0,05/29/2021,35.0,Officer Anthony Santiago,Officer Ryan Thomas,Department/Discount Store,Sector F2 Old&Upper Hill,DOLLAR TREE,SPRINGFIELD MA 01109,1   Suspicious Vehicle,05/29/2021 @ 0053,05/29/2021 @ 0340,05/29/2021 @ 0635
21-416-FI,21-101215,05/29/2021,1729.0,05/29/2021,1729.0,Officer Samantha Jones,Officer Oumar Keita,Commercial/Office Building,Sector H1 Forest Park,FRANKS PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person/ LOITERING,,,
21-417-FI,21-101261,05/29/2021,1834.0,05/29/2021,1834.0,Officer BRUCE LE,Officer Dads Dominque,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person,,,
21-418-FI,21-102161,05/31/2021,1005.0,05/31/2021,1005.0,Officer Michael Cruz,Officer Anthony DiSantis,Highway/Road/Alley/Street,Sector E1 Metro/South End,FREMONT ST @ MAIN ST,SPRINGFIELD MA,1   Suspicious Person,05/31/2021 @ 1038,05/31/2021 @ 1307,06/04/2021 @ 1254
21-419-FI,21-102796,06/01/2021,1013.0,06/01/2021,1013.0,Officer Jonathan Sanchez,Officer Jeffrey Bienvenue,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1    Suspicious Person,06/01/2021 @ 1055,06/01/2021 @ 1153,06/01/2021 @ 1155
21-420-FI,21-102778,06/01/2021,945.0,06/01/2021,945.0,Officer Anthony DiSantis,Officer Michael Cruz,Highway/Road/Alley/Street,Sector E1 Metro/South End,LYMAN ST @ KAYNOR ST,SPRINGFIELD MA,1   PSYCH/CRISIS,06/01/2021 @ 1047,06/01/2021 @ 1114,06/04/2021 @ 1253
21-421-FI,21-102894,06/01/2021,1227.0,06/01/2021,1227.0,Officer Jonathon Aponte,Officer Jose Silva,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1    Police Information,06/01/2021 @ 1256,08/15/2021 @ 0703,08/17/2021 @ 0104
21-422-FI,21-102965,06/01/2021,1407.0,06/01/2021,1407.0,,,,,,,,,,
21-423-FI,21-103209,06/01/2021,2057.0,06/01/2021,2057.0,Officer Marquez McKreith-Collins,,Highway/Road/Alley/Street,Sector B2 Liberty Heights,CORONA ST @ VICTORIA ST,SPRINGFIELD MA,1   Suspicious Person,06/01/2021 @ 2137,06/01/2021 @ 2251,06/01/2021 @ 2314
21-424-FI,21-103340,06/02/2021,202.0,06/02/2021,202.0,Officer Clay Canning,Officer Luis Vergara,Other/Unknown,Sector E2 Metro/6Corners,THE OPEN PANTRY PEOPLE CENTER,SPRINGFIELD MA,1   Foot Patrol,06/02/2021 @ 0221,06/02/2021 @ 0407,06/02/2021 @ 2352
21-425-FI,21-103835,06/02/2021,1813.0,06/02/2021,1813.0,Officer Marlon Bryan,Officer Reubben Fontanez,Other/Unknown,Sector A N. End/Memorial,JEFFERSON PARK,SPRINGFIELD MA,1   Suspicious Person,06/02/2021 @ 1833,06/02/2021 @ 2019,06/02/2021 @ 2158
21-426-FI,21-104078,06/03/2021,331.0,06/03/2021,331.0,Officer Clay Canning,Officer Luis Vergara,Other/Unknown,Sector E2 Metro/6Corners,THE OPEN PANTRY PEOPLE CENTER,SPRINGFIELD MA,1   Foot Patrol,06/03/2021 @ 0417,06/03/2021 @ 0427,06/03/2021 @ 0725
21-427-FI,21-104149,06/03/2021,836.0,06/03/2021,836.0,Officer Oumar Keita,Officer Robert Gayle,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,QUARANTINE #2069,SPRINGFIELD MA 01105,1   Suspicious Person,,,
21-428-FI,21-104176,06/03/2021,912.0,06/03/2021,912.0,Officer Oumar Keita,Officer Robert Gayle,,,,,,,,
21-429-FI,21-104197,06/03/2021,938.0,06/03/2021,938.0,Officer Oumar Keita,Officer Robert Gayle,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,REAR OF,SPRINGFIELD MA,1   Suspicious Activity,06/03/2021 @ 0958,06/03/2021 @ 1017,06/04/2021 @ 1246
21-430-FI,21-105036,06/04/2021,1249.0,06/04/2021,1249.0,,,,,,,,,,
21-431-FI,21-105184,06/04/2021,1701.0,06/04/2021,1701.0,Officer Jose Perales,Officer Curtis Bamberg,Convenience Store,Sector D1 Indian Orchard,,SPRINGFIELD MA,1    Police Information,06/04/2021 @ 1836,06/04/2021 @ 1946,06/04/2021 @ 2305
