interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
19-1829-FI,19-211962,10/18/2019,59.0,10/18/2019,59.0,Officer Michael Rodriguez,Officer Thomas Day,Convenience Store,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,10/18/2019 @ 0104,10/18/2019 @ 0152,10/18/2019 @ 0223
19-1830-FI,19-212220,10/18/2019,1057.0,10/18/2019,1057.0,Officer Ronald Kenniston,Officer JOSEPH MORAN,Park/Playground,Sector E1 Metro/South End,RIVER FRONT PARK,SPRINGFIELD MA,1   Suspicious Activity,10/18/2019 @ 1523,10/18/2019 @ 1550,10/18/2019 @ 1836
19-1831-FI,19-212241,10/18/2019,1129.0,10/18/2019,1129.0,Officer Abraham Cherenfant,Officer Gregory Vatrano,Service/Gas Station,Sector E1 Metro/South End,CITGO GAS,SPRINGFIELD MA,1   Suspicious Person,,,
19-1832-FI,19-212253,10/18/2019,1147.0,10/18/2019,1147.0,Officer Juan Taveras,Officer Robert Gayle,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,MAPLEDELL ST @ STATE ST,SPRINGFIELD MA,1   Drug Activity,10/18/2019 @ 1211,10/18/2019 @ 1301,10/22/2019 @ 1923
19-1833-FI,19-212366,10/18/2019,1428.0,10/18/2019,1428.0,Officer Alex Ortiz,Officer Joshua Donohue,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ WILLIAM ST,SPRINGFIELD MA,1   Suspicious Person,10/18/2019 @ 1441,10/18/2019 @ 1447,10/18/2019 @ 1508
19-1834-FI,19-212536,10/18/2019,1848.0,10/18/2019,1848.0,Officer Patrick Haggerty,Officer Adam Berg,,,,,,,,
19-1835-FI,19-212574,10/18/2019,2000.0,10/18/2019,2000.0,Officer Chad Joseph,Officer Thomas Hervieux,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity,10/18/2019 @ 2007,10/18/2019 @ 2144,10/18/2019 @ 2146
19-1836-FI,19-212844,10/19/2019,442.0,10/19/2019,442.0,Officer Maria Famularo,Officer Thomas Day,Commercial/Office Building,Sector E2 Metro/6Corners,RAIPHER,SPRINGFIELD MA,1   Suspicious Person/TRESPASSING,10/19/2019 @ 0502,10/19/2019 @ 0525,10/19/2019 @ 0534
19-1837-FI,19-212883,10/19/2019,740.0,10/19/2019,740.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information,10/19/2019 @ 0907,10/19/2019 @ 1047,10/19/2019 @ 1137
19-1838-FI,19-212959,10/19/2019,1004.0,10/19/2019,1004.0,Officer Troy Hufnagel,,,,,,,,,
19-1839-FI,19-212972,10/19/2019,1020.0,10/19/2019,1020.0,Officer Thomas LaBonte,Officer Howard Lockwood,Other/Unknown,Sector E1 Metro/South End,SOUTHEND CONVENIENCE,SPRINGFIELD MA,1   TRESPASS,10/19/2019 @ 1045,10/19/2019 @ 1052,10/19/2019 @ 1138
19-1840-FI,19-212998,10/19/2019,1052.0,10/19/2019,1052.0,Officer Ryan Dibernardo,Officer Samantha Jones,Bank/Savings and Loan,Sector F1 McKnight/Bay,TD BANK,SPRINGFIELD MA,1   Suspicious Person/ GANG ACTIVITY/ DRUG ACTIVITY,10/19/2019 @ 1114,10/19/2019 @ 1138,10/27/2019 @ 1726
19-1841-FI,19-213148,10/19/2019,1643.0,10/19/2019,1643.0,Sergeant Daniel Johnson,Officer Colin Cochrane,Service/Gas Station,Sector E1 Metro/South End,SUNOCO GAS STATION,,1   PANHANDLING,10/19/2019 @ 1653,10/19/2019 @ 1743,10/19/2019 @ 1824
19-1842-FI,19-213241,10/19/2019,1856.0,10/19/2019,1856.0,Officer Anelson Delacruz,Officer Dads Dominque,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,10/19/2019 @ 1910,10/19/2019 @ 1926,10/19/2019 @ 2009
19-1843-FI,19-213293,10/19/2019,2015.0,10/19/2019,2015.0,Officer Anelson Delacruz,Officer Dads Dominque,Parking Lot/Garage,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,10/19/2019 @ 2022,10/19/2019 @ 2039,10/19/2019 @ 2113
19-1844-FI,19-213462,10/20/2019,116.0,10/20/2019,116.0,Officer Alexis Rodriguez,Officer Nestor Santos,Parking Lot/Garage,Sector A N. End/Memorial,PARKING LOT,SPRINGFIELD MA,1   Police Information,10/20/2019 @ 0146,10/20/2019 @ 0252,10/20/2019 @ 0332
19-1845-FI,19-213490,10/20/2019,207.0,10/20/2019,207.0,Officer Alexis Rodriguez,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,CAREW ST @ CHESTNUT ST,SPRINGFIELD MA,1   MOTOR VEHICLE STOP,10/20/2019 @ 0304,10/20/2019 @ 0331,10/20/2019 @ 0335
19-1846-FI,19-213558,10/20/2019,553.0,10/20/2019,553.0,Officer Jonathan Sanchez,Officer Eric Blair,Highway/Road/Alley/Street,Sector C East Springfield,,SPRINGFIELD MA,1   Suspicious Person,10/20/2019 @ 0659,10/20/2019 @ 0713,10/20/2019 @ 0720
19-1847-FI,19-213665,10/20/2019,1148.0,10/20/2019,1148.0,Officer Armenio Garcia,Officer Elizer Vasquez,Parking Lot/Garage,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity,10/20/2019 @ 1207,10/20/2019 @ 1246,10/20/2019 @ 1444
19-1848-FI,19-213795,10/20/2019,1713.0,10/20/2019,1713.0,Officer Patrick Haggerty,Officer Marcos Hernandez,Service/Gas Station,Sector A N. End/Memorial,PRIDE GAS STATION,SPRINGFIELD MA,1   Suspicious Person,10/20/2019 @ 1721,10/20/2019 @ 1736,10/22/2019 @ 1920
19-1849-FI,19-214039,10/21/2019,223.0,10/21/2019,223.0,Officer Mark Evans,Officer Joseph Bergdoll,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ TEMPLE ST,SPRINGFIELD MA,1   Suspicious Activity,10/21/2019 @ 0246,10/21/2019 @ 0314,10/21/2019 @ 0443
19-1850-FI,19-214166,10/21/2019,915.0,10/21/2019,915.0,Officer Stephen Tyburski,,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person SLEEPING IN DOORWAY,,,
19-1852-FI,19-214206,10/21/2019,1009.0,10/21/2019,1009.0,Officer James Trubia,Officer David Santiago,Highway/Road/Alley/Street,Sector E1 Metro/South End,LOCUST ST @ DICKINSON ST,SPRINGFIELD MA,1   Gang Activity,10/21/2019 @ 1125,10/21/2019 @ 1150,10/23/2019 @ 1848
19-1853-FI,19-214836,10/22/2019,516.0,10/22/2019,516.0,Officer Joseph Bergdoll,Officer Mark Evans,Church/Synagogue/Temple,Sector E2 Metro/6Corners,LEAVE OPEN- REAR OF,SPRINGFIELD MA,1   Suspicious PersonS,10/22/2019 @ 0639,10/22/2019 @ 0649,10/22/2019 @ 0736
19-1854-FI,19-214931,10/22/2019,925.0,10/22/2019,925.0,Officer Anthony DiSantis,Officer Thomas Hervieux,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,10/23/2019 @ 1357,10/23/2019 @ 1430,10/23/2019 @ 1851
19-1855-FI,19-215111,10/22/2019,1328.0,10/22/2019,1328.0,Officer Anthony Sowers,Officer Joel-Bernard Stern,,,,,,,,
19-1856-FI,19-215292,10/22/2019,1911.0,10/22/2019,1911.0,Officer Robert Gayle,,,,,,,,,
19-1857-FI,19-215506,10/23/2019,238.0,10/23/2019,238.0,Officer Anelson Delacruz,Officer Thomas Day,Church/Synagogue/Temple,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,,,
19-1858-FI,19-215501,10/23/2019,224.0,10/23/2019,224.0,Officer Martin Santa,Officer Shelley Whitley,Highway/Road/Alley/Street,Sector G1 P.P./Boston Rd.,BERKSHIRE AVE @ MARSDEN ST,SPRINGFIELD MA,1   Suspicious Activity - B&E INTO M/V,,,
19-1859-FI,19-215532,10/23/2019,349.0,10/23/2019,349.0,Officer Anelson Delacruz,Officer Thomas Day,Other/Unknown,Sector E2 Metro/6Corners,MERRILLS SUPERETTE,SPRINGFIELD MA,1   Suspicious Person,,,
19-1860-FI,19-215873,10/23/2019,1312.0,10/23/2019,1312.0,Sergeant Daniel Johnson,Officer Gregory Vatrano,Residence/Home/Apt./Condo,Sector H1 Forest Park,,,1   Gang Activity,10/23/2019 @ 1321,10/23/2019 @ 1331,10/23/2019 @ 1353
19-1861-FI,19-216119,10/23/2019,1927.0,10/23/2019,1927.0,Officer Juan Taveras,Officer Donnievan Figueroa,Highway/Road/Alley/Street,Sector B1 Liberty Heights,,SPRINGFIELD MA,1   OPEN CONTAINER,10/23/2019 @ 1957,10/23/2019 @ 2209,10/23/2019 @ 2221
19-1862-FI,19-216138,10/23/2019,1950.0,10/23/2019,1950.0,Officer Richard McNabb,Officer Brendan O'Brien,Other/Unknown,Sector E1 Metro/South End,,,1   Suspicious Person,10/23/2019 @ 2140,10/23/2019 @ 2156,10/24/2019 @ 1738
19-1863-FI,19-216181,10/23/2019,2124.0,10/23/2019,2124.0,Officer Juan Taveras,Officer Donnievan Figueroa,Highway/Road/Alley/Street,Sector A N. End/Memorial,JEFFERSON AVE @ CHESTNUT ST,SPRINGFIELD MA,1   Suspicious Activity,10/23/2019 @ 2207,10/23/2019 @ 2251,10/23/2019 @ 2257
19-1864-FI,19-216365,10/24/2019,503.0,10/24/2019,503.0,Officer Anelson Delacruz,Officer Thomas Day,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,10/24/2019 @ 0513,10/24/2019 @ 0526,10/24/2019 @ 0619
19-1865-FI,19-216806,10/24/2019,1713.0,10/24/2019,1713.0,Sergeant Johnathan Torres,Officer Anthony DiSantis,Highway/Road/Alley/Street,Sector E1 Metro/South End,EAST COLUMBUS AVE @ NORWOOD ST,SPRINGFIELD MA,1   Suspicious Vehicle,10/24/2019 @ 1732,10/24/2019 @ 1738,10/29/2019 @ 1721
19-1866-FI,19-216849,10/24/2019,1805.0,10/24/2019,1805.0,Officer James Trubia,Officer Thomas Hervieux,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Gang Activity,10/24/2019 @ 1810,10/24/2019 @ 1816,11/05/2019 @ 1609
19-1867-FI,19-216874,10/24/2019,1834.0,10/24/2019,1834.0,Sergeant Daniel Johnson,Officer Colin Cochrane,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   TRESPASS AND GANG ACTIVITY,10/24/2019 @ 1847,10/24/2019 @ 1901,10/24/2019 @ 1933
19-1868-FI,19-216905,10/24/2019,1918.0,10/24/2019,1918.0,Officer Charles Scheehser,Officer Michael Sierra,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Police Information,10/24/2019 @ 2020,10/24/2019 @ 2047,10/27/2019 @ 1724
19-1869-FI,19-217017,10/24/2019,2224.0,10/24/2019,2224.0,Officer Charles Scheehser,Officer Michael Sierra,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ MAPLEDELL ST,SPRINGFIELD MA,1   Police Information,10/24/2019 @ 2230,10/24/2019 @ 2245,10/27/2019 @ 1722
19-1870-FI,19-217183,10/25/2019,440.0,10/25/2019,451.0,Officer Joseph Bergdoll,Officer Edwin Parrilla,Convenience Store,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person/TRESPASSING,10/25/2019 @ 0509,10/25/2019 @ 0515,10/25/2019 @ 0541
19-1871-FI,19-217239,10/25/2019,836.0,10/25/2019,836.0,Officer Troy Hufnagel,,,,,,,,,
19-1872-FI,19-217304,10/25/2019,1015.0,10/25/2019,1015.0,Officer Carla Daniele,Sergeant Johnathan Torres,Other/Unknown,Sector E1 Metro/South End,THEODORES BACK ALLEY WAY,SPRINGFIELD MA,1   Suspicious Activity/PUBLIC DRINKING/SUSPECTED 94C CONNECTION,10/26/2019 @ 0503,10/26/2019 @ 0541,10/29/2019 @ 1734
19-1873-FI,19-217486,10/25/2019,1432.0,10/25/2019,1432.0,Officer Ahmad Sharif,Officer Joel-Bernard Stern,Other/Unknown,Sector B2 Liberty Heights,PLAZA,SPRINGFIELD MA,1   Police Information/AGGRESSIVE PANHANDLER,10/25/2019 @ 1444,10/25/2019 @ 1452,10/25/2019 @ 1455
19-1874-FI,19-217761,10/25/2019,2246.0,10/25/2019,2246.0,Officer Cameron Russell,Officer Corey Clark,Bank/Savings and Loan,Sector E1 Metro/South End,BANK OF AMERICA ATM,SPRINGFIELD MA,1   Suspicious Person,,,
19-1875-FI,19-217855,10/26/2019,121.0,10/26/2019,121.0,Officer Edwin Parrilla,Officer Joseph Bergdoll,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   LOUD MUSIC/NOISE,10/26/2019 @ 0149,10/26/2019 @ 0221,10/26/2019 @ 0309
19-1876-FI,19-218192,10/26/2019,1310.0,10/26/2019,1310.0,Officer Armenio Garcia,Officer Carla Daniele,Lake/Waterway,Sector E2 Metro/6Corners,LOBBY OF HEADQUARTERS,"130 PEARL ST
    SPRINGFIELD MA",1   PSYCHIATRIC EVENT,10/26/2019 @ 1329,10/26/2019 @ 1422,10/26/2019 @ 1426
19-1877-FI,19-218318,10/26/2019,1709.0,10/26/2019,1709.0,Officer Lindsay Tagliapietra,Officer Joshua Beliveau,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Drug Activity,10/26/2019 @ 1740,10/26/2019 @ 1748,10/26/2019 @ 1756
19-1878-FI,19-218340,10/26/2019,1747.0,10/26/2019,1747.0,,,,,,,,,,
19-1879-FI,19-218412,10/26/2019,1933.0,10/26/2019,1933.0,Officer Dads Dominque,Officer Colin Cochrane,,,,,,,,
19-1880-FI,19-218562,10/26/2019,2358.0,10/26/2019,2358.0,Officer Rolando Nunez,Officer Noel Agosto,Residence/Home/Apt./Condo,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Gang Activity/SYCAMORE ST. POSSE,10/27/2019 @ 0038,10/27/2019 @ 0228,10/27/2019 @ 0230
19-1881-FI,19-218789,10/27/2019,908.0,10/27/2019,908.0,Officer Jonathan Turner,Officer Joel-Bernard Stern,Parking Lot/Garage,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Vehicle,10/27/2019 @ 0937,10/27/2019 @ 0952,10/27/2019 @ 1039
19-1882-FI,19-218882,10/27/2019,1310.0,10/27/2019,1310.0,Officer David Ninh,Officer Dads Dominque,,,,,,,,
19-1883-FI,19-218978,10/27/2019,1726.0,10/27/2019,1726.0,Officer Samantha Jones,,Liquor Store,Sector F2 Old&Upper Hill,,SPRINGFIELD MA,1   Suspicious Activity / DRUG ACTIVITY,10/27/2019 @ 1753,10/27/2019 @ 1832,11/03/2019 @ 1918
19-1884-FI,19-219202,10/28/2019,150.0,10/28/2019,150.0,Officer Kelley Diederich,,Park/Playground,Sector E1 Metro/South End,RIVER FRONT PARK,SPRINGFIELD MA,1   Suspicious Vehicle,10/28/2019 @ 0159,10/28/2019 @ 0203,10/28/2019 @ 0255
19-1885-FI,19-219291,10/28/2019,525.0,10/28/2019,525.0,Officer Maria Famularo,Officer Michael Rodriguez,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,,,
19-1886-FI,19-219537,10/28/2019,1100.0,10/28/2019,1110.0,Officer Chad Joseph,Officer Gregory Vatrano,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   TRESPASS,10/28/2019 @ 1410,10/28/2019 @ 1426,10/28/2019 @ 1429
19-1887-FI,19-219598,10/28/2019,1359.0,10/28/2019,1359.0,Officer Anthony DiSantis,Officer Carla Daniele,Residence/Home/Apt./Condo,Sector E1 Metro/South End,,SPRINGFIELD MA,1   PSYCHIATRIC RE: WELL-BEING CHECK,10/28/2019 @ 1723,10/28/2019 @ 1856,10/28/2019 @ 1902
19-1888-FI,19-219834,10/28/2019,2109.0,10/28/2019,2109.0,Officer Dads Dominque,Officer David Ninh,Highway/Road/Alley/Street,Sector E1 Metro/South End,MAIN ST @ LOCUST ST,SPRINGFIELD MA,1   Suspicious Person,10/28/2019 @ 2112,10/28/2019 @ 2127,10/28/2019 @ 2206
19-1889-FI,19-219863,10/28/2019,2208.0,10/28/2019,2208.0,Officer Juan Taveras,Officer Donnievan Figueroa,Park/Playground,Sector A N. End/Memorial,JAMIE ULLOA PARK,SPRINGFIELD MA,1   Suspicious Activity,10/28/2019 @ 2215,10/28/2019 @ 2247,10/28/2019 @ 2301
19-1891-FI,19-217969,10/26/2019,528.0,10/26/2019,528.0,Officer Jianyi Xu,Officer Jovanni Torres,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,,,1   Police Information,,,
19-1892-FI,19-220252,10/29/2019,1105.0,10/29/2019,1105.0,Officer Jose Silva,,Other/Unknown,Sector A N. End/Memorial,MEDINAS SUPERMARKET,SPRINGFIELD MA,1   Suspicious Person PANHANDLING,10/29/2019 @ 1115,10/29/2019 @ 1141,11/14/2019 @ 1745
19-1893-FI,19-220327,10/29/2019,1245.0,10/29/2019,1245.0,Sergeant Brian Elliott,Officer Carla Daniele,Restaurant/Cafeteria,Sector E1 Metro/South End,LUXE BURGER BAR,SPRINGFIELD MA,1   CITIZEN REQUEST FOR POLICE ASSISTANCE/DRUG USE RELATED,10/29/2019 @ 1552,10/29/2019 @ 1639,10/29/2019 @ 1754
19-1894-FI,19-220612,10/29/2019,1900.0,10/29/2019,1900.0,Officer Marcos Hernandez,Officer Juan Taveras,Highway/Road/Alley/Street,Sector A N. End/Memorial,PUNTO MARKET,SPRINGFIELD MA,1   Suspicious Activity,10/29/2019 @ 2146,10/29/2019 @ 2206,10/29/2019 @ 2307
19-1895-FI,19-220631,10/29/2019,2235.0,10/29/2019,2235.0,Sergeant Daniel Johnson,Officer Colin Cochrane,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   TRESPASS NOTICE,10/29/2019 @ 2242,10/29/2019 @ 2251,10/29/2019 @ 2312
19-1896-FI,19-220629,10/29/2019,2226.0,10/29/2019,2226.0,Officer Runuel Bibby,Officer Brendan O'Brien,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Drug Activity,10/29/2019 @ 2249,10/29/2019 @ 2306,10/30/2019 @ 1632
19-1897-FI,19-220648,10/29/2019,2314.0,10/29/2019,2314.0,Officer Michael Rodriguez,Officer Thomas Day,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,REAR OF,SPRINGFIELD MA,1   Suspicious Person,10/29/2019 @ 2326,10/29/2019 @ 2355,10/30/2019 @ 0313
19-1898-FI,19-220708,10/30/2019,102.0,10/30/2019,102.0,Officer Siervo Jimenez,Officer Daniel Regan,Service/Gas Station,Sector E1 Metro/South End,CITGO GAS,SPRINGFIELD MA,1   Suspicious Person,10/30/2019 @ 0108,10/30/2019 @ 0116,10/30/2019 @ 0314
19-1899-FI,19-220774,10/30/2019,320.0,10/30/2019,320.0,Officer Anelson Delacruz,Officer John Toledo,Parking Lot/Garage,Sector D1 Indian Orchard,,SPRINGFIELD MA,1   Suspicious Person,10/30/2019 @ 0333,10/30/2019 @ 0403,10/30/2019 @ 0627
19-1900-FI,19-220994,10/30/2019,1136.0,10/30/2019,1136.0,Officer Jose Silva,,Highway/Road/Alley/Street,Sector A N. End/Memorial,BAYSTATE PLACE APARTMENT,SPRINGFIELD MA,1   Police Information TRESPASSING,10/30/2019 @ 1142,10/30/2019 @ 1207,10/30/2019 @ 1420
19-1911-FI,19-222798,11/01/2019,1337.0,11/01/2019,1337.0,Officer Chad Joseph,,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   PANHANDLING,11/01/2019 @ 1343,11/01/2019 @ 1353,11/01/2019 @ 1420
19-1912-FI,19-222959,11/01/2019,1735.0,11/01/2019,1735.0,Officer Adam Madera,Officer Alexander Lozada,Other/Unknown,Sector B2 Liberty Heights,CUMBERLAND FARM,SPRINGFIELD MA,1   Suspicious Person (TRESPASS),11/01/2019 @ 1750,11/01/2019 @ 1757,11/01/2019 @ 1944
19-1913-FI,19-223005,11/01/2019,1849.0,11/01/2019,1849.0,Officer Lindsay Tagliapietra,Officer Joshua Beliveau,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person/VEHICLE,11/01/2019 @ 1915,11/01/2019 @ 1931,11/01/2019 @ 1947
19-1914-FI,19-223439,11/02/2019,1101.0,11/02/2019,1101.0,Officer Gregory Vatrano,Officer Chad Joseph,Highway/Road/Alley/Street,Sector E1 Metro/South End,,,1   TRAFFIC STOP / DRUG ACTIVITY,,,
19-1915-FI,19-223764,11/02/2019,2028.0,11/02/2019,2028.0,Officer Robert Gayle,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ MORGAN ST,SPRINGFIELD MA,1   Suspicious Activity,11/02/2019 @ 2042,11/02/2019 @ 2052,11/14/2019 @ 1741
19-1916-FI,19-223982,11/03/2019,301.0,11/03/2019,301.0,Officer Ryan Dibernardo,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,CHESTNUT ST @ GROSVENOR ST,SPRINGFIELD MA,1   Suspicious Person,11/03/2019 @ 0309,11/03/2019 @ 0337,11/03/2019 @ 0351
19-1917-FI,19-224339,11/03/2019,1836.0,11/03/2019,1836.0,Officer Juan Taveras,Officer Donnievan Figueroa,Highway/Road/Alley/Street,Sector A N. End/Memorial,MASSACHUSETTS SERVICES FOR SENIORS VAN TRANSP,SPRINGFIELD MA,1   OPEN CONTAINER,11/03/2019 @ 2129,11/03/2019 @ 2208,11/03/2019 @ 2210
19-1918-FI,19-224491,11/04/2019,131.0,11/04/2019,131.0,Officer Kelley Diederich,Officer Joshua Dufrane,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,LYNDALE GARAGE,"ISLAND POND RD @ WAREHOUSE ST
     SPRINGFIELD MA",1   Suspicious Activity,,,
19-1919-FI,19-225340,11/05/2019,230.0,11/05/2019,230.0,Officer Jomaris Vazquez,Officer Adjani Peart,Convenience Store,Sector G2 P.P./Boston Rd.,DOLLAR TREE,SPRINGFIELD MA,1   BRUSH FIRE,,,
19-1920-FI,19-225353,11/05/2019,327.0,11/05/2019,327.0,Officer Daniel Carmody,Officer Rolando Nunez,Convenience Store,Sector F1 McKnight/Bay,REAR OF STATE FOOD MART,"ANDREW ST @ STATE ST
     SPRINGFIELD MA",1   Suspicious Activity,,,
19-1921-FI,19-225637,11/05/2019,1342.0,11/05/2019,1342.0,Officer Michael Brock,Sergeant John Carolan,Residence/Home/Apt./Condo,Sector D1 Indian Orchard,,SPRINGFIELD MA,1   Police Information,11/05/2019 @ 1453,11/05/2019 @ 1501,11/05/2019 @ 1506
19-1922-FI,19-225908,11/05/2019,2100.0,11/05/2019,2115.0,Officer Colin Cochrane,Sergeant Daniel Johnson,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,MILL ST @ CHERRY ST,SPRINGFIELD MA,1   Suspicious Vehicle,11/05/2019 @ 2115,11/05/2019 @ 2130,11/05/2019 @ 2242
19-1923-FI,19-226036,11/06/2019,243.0,11/06/2019,243.0,Officer Vincent Dudley,,Highway/Road/Alley/Street,Sector D2 Indian Orchard,,SPRINGFIELD MA,1   Police Information,11/06/2019 @ 0303,11/06/2019 @ 0318,11/06/2019 @ 0337
19-1924-FI,19-226468,11/06/2019,1706.0,11/06/2019,1706.0,Officer Dads Dominque,Sergeant Daniel Johnson,Residence/Home/Apt./Condo,Sector H2 Forest Park/EFP,,SPRINGFIELD MA,1   Police Information GUN CALL 162 KENSINGTON,11/06/2019 @ 1747,11/06/2019 @ 1809,11/06/2019 @ 1813
19-1925-FI,19-226468,11/06/2019,1706.0,11/06/2019,1706.0,Sergeant Daniel Johnson,Officer Colin Cochrane,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,IN FRONT OF,SPRINGFIELD MA,1   Gang Activity,11/06/2019 @ 1756,11/06/2019 @ 1812,11/06/2019 @ 1813
19-1926-FI,19-226503,11/06/2019,1813.0,11/06/2019,1813.0,Officer Dads Dominque,,Highway/Road/Alley/Street,Sector H1 Forest Park,MAIN ST @ LOCUST ST,SPRINGFIELD MA,1   PAN HANDLING,11/06/2019 @ 1819,11/06/2019 @ 1836,11/06/2019 @ 1849
19-1927-FI,19-226731,11/07/2019,214.0,11/07/2019,214.0,Officer David Olszak,,Auto Dealership New/Used,Sector G1 P.P./Boston Rd.,,SPRINGFIELD MA,1   Suspicious Activity,11/07/2019 @ 0247,11/07/2019 @ 0302,11/07/2019 @ 0319
19-1928-FI,19-226903,11/07/2019,1005.0,11/07/2019,1005.0,Officer Troy Hufnagel,,Park/Playground,Sector E1 Metro/South End,RIVER FRONT PARK- OFF BIKE PATH NEAR RIVER,SPRINGFIELD MA,1   Directed Patrol,11/07/2019 @ 1105,11/07/2019 @ 1139,11/07/2019 @ 2119
,,,,,,,,,,,,,,,
19-1930-FI,19-227135,11/07/2019,1438.0,11/07/2019,1438.0,Officer Chad Joseph,Sergeant John Wadlegger,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information - KNOWN DRUG LOCATION,,,
19-1931-FI,19-227137,11/07/2019,1205.0,11/07/2019,1206.0,Officer Robert Gayle,Officer Manuel Ayala,Other/Unknown,Sector B1 Liberty Heights,LIBERTY PLAZA,SPRINGFIELD MA,1   Suspicious Activity PANHANDLING,11/07/2019 @ 1448,11/07/2019 @ 1513,11/07/2019 @ 1559
19-1932-FI,19-227178,11/07/2019,1549.0,11/07/2019,1549.0,Officer Josh Wood,Officer Ricardo Rivera Flores,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Police Information,11/07/2019 @ 1721,11/07/2019 @ 1751,11/07/2019 @ 1759
19-1933-FI,19-227403,11/07/2019,2245.0,11/07/2019,2245.0,Officer Dads Dominque,Officer David Ninh,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   DRUG ACTIVITY,11/07/2019 @ 2250,11/07/2019 @ 2322,11/07/2019 @ 2325
19-1934-FI,19-227499,11/08/2019,217.0,11/08/2019,217.0,Officer Michael Rivest,Officer Michael Rodriguez,,,,,,,,
19-1935-FI,19-227867,11/08/2019,1432.0,11/08/2019,1432.0,Officer Gregory Vatrano,Officer Chad Joseph,Highway/Road/Alley/Street,Sector H1 Forest Park,HANCOCK ST @ NOEL ST,SPRINGFIELD MA,1   Suspicious Person / OPEN CONTAINER,,,
19-1936-FI,19-228092,11/08/2019,2134.0,11/08/2019,2134.0,Officer Juan Taveras,Officer Donnievan Figueroa,Restaurant/Cafeteria,Sector A N. End/Memorial,,,1   LOITERING,11/08/2019 @ 2139,11/08/2019 @ 2151,11/08/2019 @ 2225
19-1937-FI,19-228091,11/08/2019,2128.0,11/08/2019,2128.0,Officer Jacob Boudreau,Officer Jason Bacis,Highway/Road/Alley/Street,Sector F2 Old&Upper Hill,WILBRAHAM AVE @ KING ST,SPRINGFIELD MA,1   Gang Activity,11/08/2019 @ 2145,11/08/2019 @ 2153,11/08/2019 @ 2234
